Tipo Producto,Nombre Producto,Subproducto,Nombre Subproducto,ID Cliente 2
1,Tarjeta Credito Visa,71,VIS TEL CLAS,10000159228
2,Tarjeta credito Master,79,OLM,10000342401
2,Tarjeta credito Master,3,MC,10000256192
1,Tarjeta Credito Visa,61,CENS CL,10000059246
3,Prestamos,706,Credicheque (RC) - BALCON,10000198701
12,Tarjeta Visa,36,VIS PLAV,10000311508
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000067376
300,Leasing Productos,6500,Leasing  Habitacional,10000054796
12,Tarjeta Visa,36,VIS PLAV,10000205853
9,TD M Tarjeta Debito Master,525358,MTRO,10000151117
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000138290
90,No Vinculados,90,no vinculados,10000306313
2,Tarjeta credito Master,44,MMBL,10000290735
1,Tarjeta Credito Visa,61,CENS CL,10000039781
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000055570
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000254070
12,Tarjeta Visa,21,VIS INTE AV,10000043311
2,Tarjeta credito Master,3,MC,10000121886
12,Tarjeta Visa,36,VIS PLAV,10000251402
3,Prestamos,740,Libranza Vinculados,10000313551
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000291028
3,Prestamos,732,Rotativo,10000192902
3,Prestamos,454,ADMON CART CASTIGADA,10000182417
4,Cuenta de Ahorro,33,CUENTA FIEL,10000218894
1,Tarjeta Credito Visa,61,CENS CL,10000007171
12,Tarjeta Visa,36,VIS PLAV,10000037352
1,Tarjeta Credito Visa,62,CENS G,10000299759
1,Tarjeta Credito Visa,2,VIS OR,10000125750
1,Tarjeta Credito Visa,62,CENS G,10000059471
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000037849
1,Tarjeta Credito Visa,71,VIS TEL CLAS,10000051637
2,Tarjeta credito Master,58,MGRWDS,10000220776
4,Cuenta de Ahorro,46,CTA AHO RENTAPREMIUN PRIME,10000062553
3,Prestamos,779,Cartera castigada vehiculos,10000298186
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000055493
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000005418
1,Tarjeta Credito Visa,61,CENS CL,10000165246
3,Prestamos,741,Libre Inversion,10000063892
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000239939
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000022414
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000175924
1,Tarjeta Credito Visa,96,VIS CL CRO,10000108644
300,Leasing Productos,6300,Leasing Inmobiliario PN,10000054637
90,No Vinculados,90,no vinculados,10000221453
2,Tarjeta credito Master,4,MOR,10000035961
1,Tarjeta Credito Visa,61,CENS CL,10000245522
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000000656
1,Tarjeta Credito Visa,62,CENS G,10000046178
1,Tarjeta Credito Visa,1,VIS CL,10000106925
2,Tarjeta credito Master,79,OLM,10000231076
1,Tarjeta Credito Visa,1,VIS CL,10000024763
3,Prestamos,741,Libre Inversion,10000085779
1,Tarjeta Credito Visa,62,CENS G,10000327854
1,Tarjeta Credito Visa,97,VORCL,10000097486
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000178025
2,Tarjeta credito Master,73,Master Clásica Claro,10000348018
1,Tarjeta Credito Visa,62,CENS G,10000046019
200,Productos Banco SFC,215,Tarjetas de crédito,10000216663
12,Tarjeta Visa,84,VIS CLS CS,10000161833
2,Tarjeta credito Master,79,OLM,10000239869
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000135513
4,Cuenta de Ahorro,33,CUENTA FIEL,10000123240
2,Tarjeta credito Master,50,MASTER CLÁSICA SUMA,10000295288
1,Tarjeta Credito Visa,61,CENS CL,10000329117
12,Tarjeta Visa,21,VIS INTE AV,10000068170
4,Cuenta de Ahorro,101,CTA AH MOMENTUM CLASICO2,10000278195
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000005202
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000334340
1,Tarjeta Credito Visa,96,VIS CL CRO,10000157088
200,Productos Banco SFC,215,Tarjetas de crédito,10000252489
3,Prestamos,741,Libre Inversion,10000085818
9,TD M Tarjeta Debito Master,525358,MTRO,10000334760
1,Tarjeta Credito Visa,1,VIS CL,10000167304
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000005961
1,Tarjeta Credito Visa,91,PRPLAT,10000206383
9,TD M Tarjeta Debito Master,525358,MTRO,10000153065
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000026536
2,Tarjeta credito Master,4,MOR,10000008062
1,Tarjeta Credito Visa,2,VIS OR,10000141467
12,Tarjeta Visa,36,VIS PLAV,10000104603
12,Tarjeta Visa,36,VIS PLAV,10000099738
4,Cuenta de Ahorro,33,CUENTA FIEL,10000048129
2,Tarjeta credito Master,4,MOR,10000208117
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000036303
1,Tarjeta Credito Visa,96,VIS CL CRO,10000225542
2,Tarjeta credito Master,4,MOR,10000130147
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000077558
2,Tarjeta credito Master,44,MMBL,10000351666
1,Tarjeta Credito Visa,62,CENS G,10000052758
2,Tarjeta credito Master,58,MGRWDS,10000164892
1,Tarjeta Credito Visa,78,VIS INTE,10000121904
1,Tarjeta Credito Visa,62,CENS G,10000234248
4,Cuenta de Ahorro,33,CUENTA FIEL,10000023759
1,Tarjeta Credito Visa,62,CENS G,10000102143
2,Tarjeta credito Master,4,MOR,10000216311
3,Prestamos,732,Rotativo,10000189664
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000290383
12,Tarjeta Visa,36,VIS PLAV,10000016379
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000008449
12,Tarjeta Visa,36,VIS PLAV,10000025387
3,Prestamos,741,Libre Inversion,10000171515
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000003975
12,Tarjeta Visa,36,VIS PLAV,10000053898
1,Tarjeta Credito Visa,94,VLNCLAS,10000156534
10,Tarjeta Credito Amex,9,STMX,10000148925
4,Cuenta de Ahorro,33,CUENTA FIEL,10000119180
2,Tarjeta credito Master,73,Master Clásica Claro,10000276093
12,Tarjeta Visa,36,VIS PLAV,10000186354
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000006547
2,Tarjeta credito Master,58,MGRWDS,10000279653
12,Tarjeta Visa,21,VIS INTE AV,10000231114
1,Tarjeta Credito Visa,62,CENS G,10000259441
12,Tarjeta Visa,84,VIS CLS CS,10000102709
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000057599
3,Prestamos,732,Rotativo,10000328646
12,Tarjeta Visa,21,VIS INTE AV,10000204031
1,Tarjeta Credito Visa,2,VIS OR,10000079864
12,Tarjeta Visa,38,VIS PLT RE,10000148019
9,TD M Tarjeta Debito Master,525358,MTRO,10000007685
12,Tarjeta Visa,36,VIS PLAV,10000083621
1,Tarjeta Credito Visa,62,CENS G,10000140057
1,Tarjeta Credito Visa,73,VIS SIG,10000248145
4,Cuenta de Ahorro,33,CUENTA FIEL,10000113668
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000181193
1,Tarjeta Credito Visa,63,VIS CAFN,10000087591
3,Prestamos,798,Cartera vendida consumo,10000329600
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000082543
12,Tarjeta Visa,36,VIS PLAV,10000084686
2,Tarjeta credito Master,30,MASPLRWDS,10000316889
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000243032
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000138928
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000185176
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000086961
200,Productos Banco SFC,216,Creditos de consumo,10000301174
4,Cuenta de Ahorro,33,CUENTA FIEL,10000213202
12,Tarjeta Visa,59,VIS GA,10000049704
12,Tarjeta Visa,36,VIS PLAV,10000319206
1,Tarjeta Credito Visa,62,CENS G,10000081161
1,Tarjeta Credito Visa,62,CENS G,10000154662
10,Tarjeta Credito Amex,9,STMX,10000080699
12,Tarjeta Visa,36,VIS PLAV,10000271848
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000265002
1,Tarjeta Credito Visa,1,VIS CL,10000357332
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000339081
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000057465
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000194225
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000006037
1,Tarjeta Credito Visa,71,VIS TEL CLAS,10000026338
3,Prestamos,705,Credicheque (RC) - BAU,10000081277
300,Leasing Productos,6500,Leasing  Habitacional,10000000212
2,Tarjeta credito Master,28,MASTERCARD BÁSICA,10000110456
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000041229
3,Prestamos,743,CONSUMO VEHICULO,10000298307
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000189440
1,Tarjeta Credito Visa,73,VIS SIG,10000040301
3,Prestamos,705,Credicheque (RC) - BAU,10000159440
10,Tarjeta Credito Amex,9,STMX,10000109955
10,Tarjeta Credito Amex,9,STMX,10000038461
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000091010
1,Tarjeta Credito Visa,62,CENS G,10000016409
12,Tarjeta Visa,81,VIS GALM,10000072650
3,Prestamos,732,Rotativo,10000046644
1,Tarjeta Credito Visa,61,CENS CL,10000231810
1,Tarjeta Credito Visa,62,CENS G,10000048419
5,Cuenta Corriente,58,MULTIPRESTAMO ROTATIVO,10000195970
12,Tarjeta Visa,84,VIS CLS CS,10000089380
1,Tarjeta Credito Visa,2,VIS OR,10000102348
3,Prestamos,705,Credicheque (RC) - BAU,10000067332
12,Tarjeta Visa,36,VIS PLAV,10000020932
1,Tarjeta Credito Visa,61,CENS CL,10000049461
3,Prestamos,428,CARTERA VIVIENDA VIS PESOS,10000046510
1,Tarjeta Credito Visa,62,CENS G,10000166507
4,Cuenta de Ahorro,35,CTA AH RENTAPREMIUM NOMINA,10000126584
1,Tarjeta Credito Visa,62,CENS G,10000322068
12,Tarjeta Visa,82,VIS GOR,10000043552
1,Tarjeta Credito Visa,61,CENS CL,10000125630
3,Prestamos,230,LIBRE INVERS HIPTECARIO CMCIAL,10000063752
12,Tarjeta Visa,84,VIS CLS CS,10000239622
12,Tarjeta Visa,84,VIS CLS CS,10000276780
1,Tarjeta Credito Visa,2,VIS OR,10000294530
2,Tarjeta credito Master,79,OLM,10000022798
3,Prestamos,732,Rotativo,10000003045
1,Tarjeta Credito Visa,62,CENS G,10000345648
12,Tarjeta Visa,36,VIS PLAV,10000256345
3,Prestamos,743,CONSUMO VEHICULO,10000121916
3,Prestamos,741,Libre Inversion,10000002981
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000281128
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000055976
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000338953
5,Cuenta Corriente,52,CUENTA CORRIENTE P.JURIDICA,10000069710
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000088009
2,Tarjeta credito Master,4,MOR,10000047383
4,Cuenta de Ahorro,126,Cuenta,10000019999
1,Tarjeta Credito Visa,91,PRPLAT,10000134445
3,Prestamos,732,Rotativo,10000195642
2,Tarjeta credito Master,3,MC,10000096511
4,Cuenta de Ahorro,101,CTA AH MOMENTUM CLASICO2,10000042798
3,Prestamos,741,Libre Inversion,10000086052
1,Tarjeta Credito Visa,61,CENS CL,10000061030
4,Cuenta de Ahorro,127,CTA AH RPRM PRIME2 P.N.,10000025335
2,Tarjeta credito Master,4,MOR,10000153801
12,Tarjeta Visa,36,VIS PLAV,10000041477
1,Tarjeta Credito Visa,91,PRPLAT,10000328592
200,Productos Banco SFC,215,Tarjetas de crédito,10000041237
1,Tarjeta Credito Visa,62,CENS G,10000238171
1,Tarjeta Credito Visa,62,CENS G,10000089062
2,Tarjeta credito Master,44,MMBL,10000216125
90,No Vinculados,90,no vinculados,10000286142
3,Prestamos,743,CONSUMO VEHICULO,10000298498
1,Tarjeta Credito Visa,62,CENS G,10000304861
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000076515
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000170042
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000101060
1,Tarjeta Credito Visa,61,CENS CL,10000181124
12,Tarjeta Visa,36,VIS PLAV,10000052679
3,Prestamos,705,Credicheque (RC) - BAU,10000334208
12,Tarjeta Visa,36,VIS PLAV,10000031914
2,Tarjeta credito Master,76,MBCLR,10000230321
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000301147
1,Tarjeta Credito Visa,73,VIS SIG,10000312209
1,Tarjeta Credito Visa,62,CENS G,10000219957
2,Tarjeta credito Master,56,CLAS TP,10000021292
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004458
90,No Vinculados,90,no vinculados,10000295334
12,Tarjeta Visa,36,VIS PLAV,10000046207
200,Productos Banco SFC,216,Creditos de consumo,10000040348
12,Tarjeta Visa,21,VIS INTE AV,10000047478
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000013656
4,Cuenta de Ahorro,33,CUENTA FIEL,10000334886
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000079522
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000141989
2,Tarjeta credito Master,4,MOR,10000031045
2,Tarjeta credito Master,79,OLM,10000092286
1,Tarjeta Credito Visa,1,VIS CL,10000134383
1,Tarjeta Credito Visa,1,VIS CL,10000320906
3,Prestamos,732,Rotativo,10000002377
2,Tarjeta credito Master,3,MC,10000199796
2,Tarjeta credito Master,79,OLM,10000133857
3,Prestamos,741,Libre Inversion,10000002189
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000170967
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000074457
2,Tarjeta credito Master,79,OLM,10000021093
12,Tarjeta Visa,36,VIS PLAV,10000043791
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000024580
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000232740
2,Tarjeta credito Master,7,PLTUM,10000238475
1,Tarjeta Credito Visa,62,CENS G,10000062558
1,Tarjeta Credito Visa,61,CENS CL,10000072925
12,Tarjeta Visa,21,VIS INTE AV,10000003890
12,Tarjeta Visa,21,VIS INTE AV,10000039803
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000142074
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000256373
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000136876
12,Tarjeta Visa,21,VIS INTE AV,10000051628
12,Tarjeta Visa,82,VIS GOR,10000057744
12,Tarjeta Visa,36,VIS PLAV,10000015531
12,Tarjeta Visa,36,VIS PLAV,10000057577
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000173271
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000028106
2,Tarjeta credito Master,83,MCLASH,10000145566
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000005504
12,Tarjeta Visa,21,VIS INTE AV,10000332223
3,Prestamos,732,Rotativo,10000095624
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000213816
3,Prestamos,417,Hip Vis Sin Beneficio F.N.G,10000209009
4,Cuenta de Ahorro,127,CTA AH RPRM PRIME2 P.N.,10000020504
1,Tarjeta Credito Visa,62,CENS G,10000180863
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000113011
300,Leasing Productos,6500,Leasing  Habitacional,10000017485
1,Tarjeta Credito Visa,1,VIS CL,10000202621
200,Productos Banco SFC,298,Otros productos de Estab SEDPE,10000140671
1,Tarjeta Credito Visa,62,CENS G,10000255588
2,Tarjeta credito Master,4,MOR,10000028797
1,Tarjeta Credito Visa,62,CENS G,10000053156
3,Prestamos,732,Rotativo,10000193009
1,Tarjeta Credito Visa,46,CLASVISR,10000095204
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000269222
3,Prestamos,417,Hip Vis Sin Beneficio F.N.G,10000212903
1,Tarjeta Credito Visa,61,CENS CL,10000035426
1,Tarjeta Credito Visa,98,VPLCL,10000236308
1,Tarjeta Credito Visa,94,VLNCLAS,10000112850
1,Tarjeta Credito Visa,1,VIS CL,10000325767
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000108112
12,Tarjeta Visa,36,VIS PLAV,10000084540
12,Tarjeta Visa,36,VIS PLAV,10000148657
3,Prestamos,705,Credicheque (RC) - BAU,10000198711
1,Tarjeta Credito Visa,9,EPAUT,10000122881
2,Tarjeta credito Master,79,OLM,10000349755
3,Prestamos,741,Libre Inversion,10000149829
12,Tarjeta Visa,36,VIS PLAV,10000017502
3,Prestamos,741,Libre Inversion,10000053912
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000069040
1,Tarjeta Credito Visa,2,VIS OR,10000053576
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000172394
12,Tarjeta Visa,36,VIS PLAV,10000134791
12,Tarjeta Visa,21,VIS INTE AV,10000297364
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000186241
2,Tarjeta credito Master,76,MBCLR,10000091188
1,Tarjeta Credito Visa,61,CENS CL,10000071576
1,Tarjeta Credito Visa,62,CENS G,10000159208
2,Tarjeta credito Master,83,MCLASH,10000158778
1,Tarjeta Credito Visa,62,CENS G,10000008937
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004908
2,Tarjeta credito Master,50,MASTER CLÁSICA SUMA,10000300134
4,Cuenta de Ahorro,101,CTA AH MOMENTUM CLASICO2,10000005430
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000287032
1,Tarjeta Credito Visa,6,PLTUM,10000251638
12,Tarjeta Visa,36,VIS PLAV,10000228604
3,Prestamos,776,ADELANTO DE SALARIO (ADS),10000220395
3,Prestamos,741,Libre Inversion,10000027671
4,Cuenta de Ahorro,33,CUENTA FIEL,10000134704
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000051394
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000135486
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000013038
1,Tarjeta Credito Visa,1,VIS CL,10000324857
1,Tarjeta Credito Visa,2,VIS OR,10000052467
12,Tarjeta Visa,21,VIS INTE AV,10000053958
1,Tarjeta Credito Visa,9,EPAUT,10000044335
1,Tarjeta Credito Visa,61,CENS CL,10000062508
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000048789
1,Tarjeta Credito Visa,62,CENS G,10000266666
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000310681
12,Tarjeta Visa,21,VIS INTE AV,10000145525
1,Tarjeta Credito Visa,62,CENS G,10000269900
12,Tarjeta Visa,84,VIS CLS CS,10000108461
1,Tarjeta Credito Visa,62,CENS G,10000292416
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000171272
1,Tarjeta Credito Visa,73,VIS SIG,10000039968
12,Tarjeta Visa,36,VIS PLAV,10000233898
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000053449
12,Tarjeta Visa,38,VIS PLT RE,10000096655
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000027332
2,Tarjeta credito Master,44,MMBL,10000006967
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000129176
10,Tarjeta Credito Amex,9,STMX,10000151114
3,Prestamos,705,Credicheque (RC) - BAU,10000067390
1,Tarjeta Credito Visa,73,VIS SIG,10000099847
2,Tarjeta credito Master,79,OLM,10000046413
1,Tarjeta Credito Visa,62,CENS G,10000232655
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000003995
2,Tarjeta credito Master,57,ORTEP,10000071472
1,Tarjeta Credito Visa,6,PLTUM,10000093380
12,Tarjeta Visa,21,VIS INTE AV,10000112499
3,Prestamos,741,Libre Inversion,10000289204
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000122466
1,Tarjeta Credito Visa,96,VIS CL CRO,10000276475
12,Tarjeta Visa,36,VIS PLAV,10000248568
1,Tarjeta Credito Visa,94,VLNCLAS,10000043224
1,Tarjeta Credito Visa,62,CENS G,10000050637
1,Tarjeta Credito Visa,97,VORCL,10000060019
2,Tarjeta credito Master,4,MOR,10000250237
2,Tarjeta credito Master,3,MC,10000177152
3,Prestamos,705,Credicheque (RC) - BAU,10000189438
3,Prestamos,741,Libre Inversion,10000044158
12,Tarjeta Visa,38,VIS PLT RE,10000306349
12,Tarjeta Visa,36,VIS PLAV,10000032296
3,Prestamos,741,Libre Inversion,10000065666
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000145907
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000086232
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000200589
12,Tarjeta Visa,21,VIS INTE AV,10000037060
3,Prestamos,400,Hipotecario Vivienda U.V.R.,10000135228
1,Tarjeta Credito Visa,2,VIS OR,10000102918
12,Tarjeta Visa,81,VIS GALM,10000280821
12,Tarjeta Visa,21,VIS INTE AV,10000311234
1,Tarjeta Credito Visa,94,VLNCLAS,10000352682
12,Tarjeta Visa,21,VIS INTE AV,10000304716
1,Tarjeta Credito Visa,1,VIS CL,10000304435
3,Prestamos,741,Libre Inversion,10000200575
12,Tarjeta Visa,36,VIS PLAV,10000092514
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000243714
12,Tarjeta Visa,36,VIS PLAV,10000305819
12,Tarjeta Visa,36,VIS PLAV,10000241088
2,Tarjeta credito Master,44,MMBL,10000005137
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000081202
200,Productos Banco SFC,210,Créditos comerciales,10000166815
1,Tarjeta Credito Visa,61,CENS CL,10000208920
1,Tarjeta Credito Visa,15,CLASVISNM,10000208080
12,Tarjeta Visa,84,VIS CLS CS,10000090963
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000351326
1,Tarjeta Credito Visa,94,VLNCLAS,10000246579
4,Cuenta de Ahorro,33,CUENTA FIEL,10000121144
1,Tarjeta Credito Visa,96,VIS CL CRO,10000031221
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000143302
2,Tarjeta credito Master,44,MMBL,10000157480
12,Tarjeta Visa,21,VIS INTE AV,10000293142
2,Tarjeta credito Master,83,MCLASH,10000355736
10,Tarjeta Credito Amex,9,STMX,10000092700
3,Prestamos,732,Rotativo,10000292847
3,Prestamos,741,Libre Inversion,10000302763
3,Prestamos,741,Libre Inversion,10000021997
12,Tarjeta Visa,36,VIS PLAV,10000186259
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000169199
1,Tarjeta Credito Visa,1,VIS CL,10000070619
10,Tarjeta Credito Amex,9,STMX,10000073805
2,Tarjeta credito Master,58,MGRWDS,10000214749
12,Tarjeta Visa,36,VIS PLAV,10000310101
1,Tarjeta Credito Visa,61,CENS CL,10000015330
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000349680
1,Tarjeta Credito Visa,91,PRPLAT,10000295276
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000128803
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000133007
1,Tarjeta Credito Visa,61,CENS CL,10000351071
1,Tarjeta Credito Visa,61,CENS CL,10000127643
4,Cuenta de Ahorro,33,CUENTA FIEL,10000340038
12,Tarjeta Visa,21,VIS INTE AV,10000049111
12,Tarjeta Visa,21,VIS INTE AV,10000080015
1,Tarjeta Credito Visa,78,VIS INTE,10000209042
2,Tarjeta credito Master,4,MOR,10000316381
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000306647
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000115193
1,Tarjeta Credito Visa,1,VIS CL,10000092780
2,Tarjeta credito Master,83,MCLASH,10000034786
1,Tarjeta Credito Visa,97,VORCL,10000100561
1,Tarjeta Credito Visa,50,CLASCAM,10000099907
3,Prestamos,741,Libre Inversion,10000293037
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000324832
2,Tarjeta credito Master,56,CLAS TP,10000084508
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000051268
1,Tarjeta Credito Visa,94,VLNCLAS,10000253597
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000254120
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000134148
4,Cuenta de Ahorro,27,RENTA PREMIUM MAX PERSONA NAT.,10000056154
12,Tarjeta Visa,21,VIS INTE AV,10000058313
4,Cuenta de Ahorro,127,CTA AH RPRM PRIME2 P.N.,10000340412
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000338069
3,Prestamos,705,Credicheque (RC) - BAU,10000176072
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000003665
12,Tarjeta Visa,84,VIS CLS CS,10000094400
12,Tarjeta Visa,84,VIS CLS CS,10000058024
4,Cuenta de Ahorro,19,Cuenta de ahorros,10000027627
1,Tarjeta Credito Visa,9,EPAUT,10000300010
5,Cuenta Corriente,73,Cta Cte Persona Natural,10000132040
2,Tarjeta credito Master,79,OLM,10000169639
12,Tarjeta Visa,82,VIS GOR,10000047448
2,Tarjeta credito Master,44,MMBL,10000028399
300,Leasing Productos,6500,Leasing  Habitacional,10000000253
2,Tarjeta credito Master,44,MMBL,10000264333
2,Tarjeta credito Master,47,MGADV,10000350209
4,Cuenta de Ahorro,33,CUENTA FIEL,10000339912
12,Tarjeta Visa,36,VIS PLAV,10000043288
4,Cuenta de Ahorro,42,CTA AH SAVING ESPECIAL5,10000119653
4,Cuenta de Ahorro,33,CUENTA FIEL,10000072645
1,Tarjeta Credito Visa,94,VLNCLAS,10000061193
12,Tarjeta Visa,36,VIS PLAV,10000093501
12,Tarjeta Visa,36,VIS PLAV,10000009246
12,Tarjeta Visa,36,VIS PLAV,10000294208
3,Prestamos,741,Libre Inversion,10000143481
9,TD M Tarjeta Debito Master,548185,MTRO,10000203797
3,Prestamos,741,Libre Inversion,10000045336
1,Tarjeta Credito Visa,96,VIS CL CRO,10000322090
3,Prestamos,705,Credicheque (RC) - BAU,10000176554
3,Prestamos,732,Rotativo,10000176900
4,Cuenta de Ahorro,111,CTA AH SAVING ESPECIAL1,10000170413
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000145483
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000333865
9,TD M Tarjeta Debito Master,525358,MTRO,10000059334
2,Tarjeta credito Master,29,MASPLAD,10000027583
3,Prestamos,700,Instalamento- Ref,10000136809
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000143783
3,Prestamos,415,Hip Vis Sin Beneficio,10000282776
2,Tarjeta credito Master,29,MASPLAD,10000045854
12,Tarjeta Visa,21,VIS INTE AV,10000018362
12,Tarjeta Visa,21,VIS INTE AV,10000308748
2,Tarjeta credito Master,44,MMBL,10000172131
12,Tarjeta Visa,21,VIS INTE AV,10000013455
1,Tarjeta Credito Visa,60,ORCAF,10000096645
1,Tarjeta Credito Visa,5,EPIAL,10000054014
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000247873
12,Tarjeta Visa,36,VIS PLAV,10000025288
10,Tarjeta Credito Amex,9,STMX,10000063731
1,Tarjeta Credito Visa,73,VIS SIG,10000224013
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000021384
